country;year;pop;continent;lifeExp;gdpPercap;code;child_mortality;co2_share;daily_protein_consumption;literacy_rate
Ghana;1987;14168101.0;Africa;55.729;847.0061135;GHA;144.8;0.0105;43.33;
Ghana;1992;16278738.0;Africa;57.501;925.060154;GHA;120.5;0.0113;45.46;
Ghana;1997;18418288.0;Africa;58.556;1005.245812;GHA;110.0;0.0126;50.92;
Ghana;2002;20550751.0;Africa;58.453;1111.984578;GHA;94.9;0.0142;54.78;
Ghana;2007;22873338.0;Africa;60.022;1327.60891;GHA;86.0;0.0158;59.55;
Greece;1952;7733250.0;Europe;65.86;3530.690067;GRC;62.78;0.0294;;
Greece;1957;8096218.0;Europe;67.86;4916.299889;GRC;59.1;0.0359;;
Greece;1962;8448233.0;Europe;69.51;6017.190733;GRC;52.7;0.0447;83.57;
Greece;1967;8716441.0;Europe;71.0;8513.097016;GRC;44.6;0.059;95.65;
Greece;1972;8888628.0;Europe;72.34;12724.82957;GRC;34.1;0.0783;98.84;
Greece;1977;9308479.0;Europe;73.68;14195.52428;GRC;28.6;0.1028;104.37;
Greece;1982;9786480.0;Europe;75.24;15268.42089;GRC;20.6;0.1268;108.34;
Greece;1987;9974490.0;Europe;76.67;16120.52839;GRC;15.3;0.1494;109.42;
Greece;1992;10325429.0;Europe;77.03;17541.49634;GRC;11.4;0.1761;112.48;
Greece;1997;10502372.0;Europe;77.869;18747.69814;GRC;9.3;0.2008;113.38;
Greece;2002;10603863.0;Europe;78.256;22514.2548;GRC;6.8;0.225;113.87;
Greece;2007;10706290.0;Europe;79.483;27538.41188;GRC;5.0;0.2439;115.11;
Guatemala;1952;3146381.0;Americas;42.023;2428.237769;GTM;272.375;0.0008;;
Guatemala;1957;3640876.0;Americas;44.142;2617.155967;GTM;237.0;0.0023;;
Guatemala;1962;4208858.0;Americas;46.954;2750.364446;GTM;212.3;0.0039;50.83;
Guatemala;1967;4690773.0;Americas;50.016;3242.531147;GTM;189.4;0.0057;53.81;
Guatemala;1972;5149581.0;Americas;53.738;4031.408271;GTM;163.5;0.0074;53.75;47.0
Guatemala;1977;5703430.0;Americas;56.029;4879.992748;GTM;138.1;0.0093;54.09;51.0
Guatemala;1982;6395630.0;Americas;58.137;4820.49479;GTM;114.6;0.0111;57.0;
Guatemala;1987;7326406.0;Americas;60.782;4246.485974;GTM;92.7;0.012;61.24;
Guatemala;1992;8486949.0;Americas;63.373;4439.45084;GTM;73.1;0.0133;58.46;
Guatemala;1997;9803875.0;Americas;66.322;4684.313807;GTM;57.7;0.0152;56.06;
Guatemala;2002;11178650.0;Americas;68.978;4858.347495;GTM;46.7;0.018;61.38;69.10173
Guatemala;2007;12572928.0;Americas;70.259;5186.050003;GTM;38.2;0.0206;61.62;
Guinea;1952;2664249.0;Africa;33.609;510.1964923;GIN;362.1;0.0;;
Guinea;1957;2876726.0;Africa;34.558;576.2670245;GIN;357.7;0.0;;
Guinea;1962;3140003.0;Africa;35.753;686.3736739;GIN;347.9;0.0006;42.9;
Guinea;1967;3451418.0;Africa;37.197;708.7595409;GIN;334.8;0.0014;43.44;
Guinea;1972;3811387.0;Africa;38.842;741.6662307;GIN;319.3;0.0021;43.83;
Guinea;1952;2664249.0;Africa;33.609;510.1964923;GIN;362.1;0.0;;
Guinea;1957;2876726.0;Africa;34.558;576.2670245;GIN;357.7;0.0;;
Guinea;1962;3140003.0;Africa;35.753;686.3736739;GIN;347.9;0.0006;42.9;
Guinea;1967;3451418.0;Africa;37.197;708.7595409;GIN;334.8;0.0014;43.44;
Guinea;1972;3811387.0;Africa;38.842;741.6662307;GIN;319.3;0.0021;43.83;
Guinea;1977;4227026.0;Africa;40.762;874.6858643;GIN;300.2;0.0025;48.36;
Guinea;1982;4710497.0;Africa;42.891;857.2503577;GIN;276.3;0.0029;53.29;
Guinea;1987;5650262.0;Africa;45.552;805.5724718;GIN;253.0;0.0032;54.45;
Guinea;1992;6990574.0;Africa;48.576;794.3484384;GIN;225.6;0.0034;53.71;
Guinea;1997;8048834.0;Africa;51.455;869.4497668;GIN;191.7;0.0036;49.8;
Guinea;2002;8807818.0;Africa;53.676;945.5835837;GIN;155.8;0.004;51.4;
Guinea;2007;9947814.0;Africa;56.007;942.6542111;GIN;126.2;0.0043;52.3;
Guinea-Bissau;1952;580653.0;Africa;32.5;299.850319;GNB;286.4;0.0;;
Guinea-Bissau;1957;601095.0;Africa;33.489;431.7904566;GNB;287.1;0.0;;
Guinea-Bissau;1962;627820.0;Africa;34.488;522.0343725;GNB;285.5;0.0001;30.84;
Guinea-Bissau;1967;601287.0;Africa;35.492;715.5806402;GNB;281.0;0.0001;32.41;
Guinea-Bissau;1972;625361.0;Africa;36.486;820.2245876;GNB;273.2;0.0002;30.28;
Guinea-Bissau;1977;745228.0;Africa;37.465;764.7259628;GNB;263.5;0.0002;36.82;
Guinea-Bissau;1982;825987.0;Africa;39.327;838.1239671;GNB;250.4;0.0003;46.07;
Guinea-Bissau;1987;927524.0;Africa;41.245;736.4153921;GNB;235.0;0.0004;45.75;
Guinea-Bissau;1992;1050938.0;Africa;43.266;745.5398706;GNB;217.1;0.0004;46.32;
Guinea-Bissau;1997;1193708.0;Africa;44.873;796.6644681;GNB;195.0;0.0005;43.05;
Guinea-Bissau;2002;1332459.0;Africa;45.504;575.7047176;GNB;171.4;0.0005;44.0;
Guinea-Bissau;2007;1472041.0;Africa;46.388;579.231743;GNB;148.5;0.0005;43.61;
Haiti;1952;3201488.0;Americas;37.579;1840.366939;HTI;344.5784615384615;0.0002;;
Haiti;1957;3507701.0;Americas;40.696;1726.887882;HTI;318.7;0.0006;;
Haiti;1962;3880130.0;Americas;43.59;1796.589032;HTI;291.5;0.0009;43.86;
Haiti;1967;4318137.0;Americas;46.243;1452.057666;HTI;266.0;0.0011;44.06;
Haiti;1972;4698301.0;Americas;48.042;1654.456946;HTI;237.9;0.0013;43.78;24.0
Haiti;1977;4908554.0;Americas;49.923;1874.298931;HTI;208.2;0.0016;42.65;28.0
Haiti;1982;5198399.0;Americas;51.461;2011.159549;HTI;181.1;0.002;45.79;34.734692
Haiti;1987;5756203.0;Americas;53.636;1823.015995;HTI;157.3;0.0023;47.99;
Haiti;1992;6326682.0;Americas;55.089;1456.309517;HTI;136.4;0.0026;42.34;
Haiti;1997;6913545.0;Americas;56.671;1341.726931;HTI;115.8;0.0027;42.06;
Haiti;2002;7607651.0;Americas;58.137;1270.364932;HTI;97.8;0.0031;41.44;
Haiti;2007;8502814.0;Americas;60.916;1201.637154;HTI;85.2;0.0036;45.47;
Honduras;1952;1517453.0;Americas;41.912;2194.926204;HND;263.644;0.0004;;
Honduras;1957;1770390.0;Americas;44.665;2220.487682;HND;234.5;0.0011;;
Honduras;1962;2090162.0;Americas;48.041;2291.156835;HND;196.5;0.002;49.65;
Honduras;1967;2500689.0;Americas;50.924;2538.269358;HND;163.9;0.0027;53.52;
Honduras;1972;2965146.0;Americas;53.884;2529.842345;HND;134.5;0.0037;51.27;55.0
Honduras;1977;3055235.0;Americas;57.402;3203.208066;HND;108.8;0.0047;50.23;59.0
Honduras;1982;3669448.0;Americas;60.909;3121.760794;HND;86.5;0.0055;50.18;63.0
Honduras;1987;4372203.0;Americas;64.492;3023.096699;HND;68.1;0.0061;51.57;66.0
Honduras;1992;5077347.0;Americas;66.399;3081.694603;HND;53.9;0.0069;55.59;
Honduras;1997;5867957.0;Americas;67.659;3160.454906;HND;43.5;0.0079;59.33;
Honduras;2002;6677328.0;Americas;68.565;3099.72866;HND;35.0;0.0094;61.86;
Honduras;2007;7483763.0;Americas;70.198;3548.330846;HND;28.2;0.0113;66.35;83.588989
Hong Kong China;1952;2125900.0;Asia;60.96;3054.421209;;;;;
Hong Kong China;1957;2736300.0;Asia;64.75;3629.076457;;;;;
Hong Kong China;1962;3305200.0;Asia;67.65;4692.648272;;;;;
Hong Kong China;1967;3722800.0;Asia;70.0;6197.962814;;;;;
Hong Kong China;1972;4115700.0;Asia;72.0;8315.928145;;;;;
Hong Kong China;1977;4583700.0;Asia;73.6;11186.14125;;;;;
Hong Kong China;1982;5264500.0;Asia;75.45;14560.53051;;;;;
Hong Kong China;1987;5584510.0;Asia;76.2;20038.47269;;;;;
Hong Kong China;1992;5829696.0;Asia;77.601;24757.60301;;;;;
Hong Kong China;1997;6495918.0;Asia;80.0;28377.63219;;;;;
Hong Kong China;2002;6762476.0;Asia;81.495;30209.01516;;;;;
Hong Kong China;2007;6980412.0;Asia;82.208;39724.97867;;;;;
Hungary;1952;9504000.0;Europe;64.03;5263.673816;HUN;94.52;0.3372;;
Hungary;1957;9839000.0;Europe;66.41;6040.180011;HUN;70.1;0.3555;;
Hungary;1962;10063000.0;Europe;67.96;7550.359877;HUN;54.1;0.3748;91.77;
Hungary;1967;10223422.0;Europe;69.5;9326.64467;HUN;46.1;0.3971;92.03;
Hungary;1972;10394091.0;Europe;69.76;10168.65611;HUN;42.4;0.4061;94.93;
Hungary;1977;10637171.0;Europe;69.95;11674.83737;HUN;32.5;0.4122;97.48;
Hungary;1982;10705535.0;Europe;69.39;12545.99066;HUN;24.4;0.4188;101.43;
Hungary;1987;10612740.0;Europe;69.58;12986.47998;HUN;21.7;0.4214;107.71;
Hungary;1992;10348684.0;Europe;69.17;10535.62855;HUN;17.1;0.4088;93.83;
Hungary;1997;10244684.0;Europe;71.04;11712.7768;HUN;12.6;0.3923;82.97;
Hungary;2002;10083313.0;Europe;72.59;14843.93556;HUN;9.9;0.3756;89.11;
Hungary;2007;9956108.0;Europe;73.338;18008.94444;HUN;7.5;0.3557;87.25;
Iceland;1952;147962.0;Europe;72.49;7267.688428;ISL;27.7;0.001;;
Iceland;1957;165110.0;Europe;73.47;9244.001412;ISL;22.9;0.0024;;
Iceland;1962;182053.0;Europe;73.68;10350.15906;ISL;20.7;0.0039;122.88;
Iceland;1967;198676.0;Europe;73.73;13319.89568;ISL;17.8;0.0051;111.1;
Iceland;1972;209275.0;Europe;74.46;15798.06362;ISL;14.6;0.0059;124.01;
Iceland;1977;221823.0;Europe;76.11;19654.96247;ISL;11.6;0.0065;117.21;
Iceland;1982;233997.0;Europe;76.99;23269.6075;ISL;8.8;0.007;127.53;
Iceland;1987;244676.0;Europe;77.23;26923.20628;ISL;7.1;0.0072;123.52;
Iceland;1992;259012.0;Europe;78.77;25144.39201;ISL;5.9;0.0075;114.2;
Iceland;1997;271192.0;Europe;78.95;28061.09966;ISL;4.7;0.0079;114.42;
Iceland;2002;288030.0;Europe;80.5;31163.20196;ISL;3.6;0.0083;127.84;
Iceland;2007;301931.0;Europe;81.757;36180.78919;ISL;2.8;0.0086;138.17;
India;1952;372000000.0;Asia;37.373;546.5657493;IND;274.61;0.9578;;
India;1957;409000000.0;Asia;40.249;590.061996;IND;259.9;0.9869;;
India;1962;454000000.0;Asia;43.605;658.3471509;IND;239.8;1.0344;52.42;
India;1967;506000000.0;Asia;47.193;700.7706107;IND;222.9;1.0923;49.47;
India;1972;567000000.0;Asia;50.651;724.032527;IND;205.9;1.135;49.39;
India;1977;634000000.0;Asia;54.208;813.337323;IND;183.3;1.1831;51.89;
India;1982;708000000.0;Asia;56.596;855.7235377;IND;157.8;1.2537;50.14;
India;1987;788000000.0;Asia;58.553;976.5126756;IND;137.3;1.3742;53.97;
India;1992;872000000.0;Asia;60.223;1164.406809;IND;119.0;1.5574;56.77;
India;1997;959000000.0;Asia;61.765;1458.817442;IND;102.0;1.7962;56.24;
India;2002;1034172547.0;Asia;62.879;1746.769454;IND;84.5;2.0568;54.34;
India;2007;1110396331.0;Asia;64.698;2452.210407;IND;68.7;2.3112;57.99;
Indonesia;1952;82052000.0;Asia;37.468;749.6816546;IDN;283.3;0.2479;;
Indonesia;1957;90124000.0;Asia;39.918;858.9002707;IDN;244.5;0.2491;;
Indonesia;1962;99028000.0;Asia;42.518;849.2897701;IDN;213.0;0.2497;35.0;
Indonesia;1967;109343000.0;Asia;45.964;762.4317721;IDN;184.3;0.2431;35.91;
Indonesia;1972;121282000.0;Asia;49.203;1111.107907;IDN;156.1;0.2434;39.62;
Indonesia;1977;136725000.0;Asia;52.702;1382.702056;IDN;132.7;0.2594;41.4;
Indonesia;1982;153343000.0;Asia;56.159;1516.872988;IDN;113.7;0.2976;44.47;
Indonesia;1987;169276000.0;Asia;60.137;1748.356961;IDN;95.5;0.3371;48.62;
Indonesia;1992;184816000.0;Asia;62.681;2383.140898;IDN;76.8;0.3874;51.64;
Indonesia;1997;199278000.0;Asia;66.041;3119.335603;IDN;60.3;0.4662;53.71;
Indonesia;2002;211060000.0;Asia;68.588;2873.91287;IDN;47.5;0.536;53.28;
Indonesia;2007;223547000.0;Asia;70.65;3540.651564;IDN;37.9;0.6127;56.1;
Iran;1952;17272000.0;Asia;44.869;3035.326002;IRN;328.444;0.3615;;
Iran;1957;19792000.0;Asia;47.181;3290.257643;IRN;337.274;0.3383;;
Iran;1962;22874000.0;Asia;49.325;4187.329802;IRN;316.31111111111113;0.3404;49.15;
Iran;1967;26538000.0;Asia;52.469;5906.731805;IRN;287.9;0.3611;55.67;
Iran;1972;30614000.0;Asia;55.234;9613.818607;IRN;195.2;0.405;58.49;
Iran;1977;35480679.0;Asia;57.702;11888.59508;IRN;136.1;0.4752;65.75;
Iran;1982;43072751.0;Asia;59.62;7608.334602;IRN;91.4;0.5136;74.14;
Iran;1987;51889696.0;Asia;63.04;6642.881371;IRN;66.9;0.5485;73.79;
Iran;1992;60397973.0;Asia;65.742;7235.653188;IRN;51.4;0.5981;81.23;
Iran;1997;63327987.0;Asia;68.042;8263.590301;IRN;41.0;0.6628;83.64;
Iran;2002;66907826.0;Asia;69.451;9240.761975;IRN;30.9;0.7578;81.44;77.0
Iran;2007;69453570.0;Asia;70.964;11605.71449;IRN;22.8;0.858;84.41;
Iraq;1952;5441766.0;Asia;45.32;4129.766056;IRQ;322.2;0.0554;;
Iraq;1957;6248643.0;Asia;48.437;6229.333562;IRQ;236.3;0.0561;;
Iraq;1962;7240260.0;Asia;51.457;8341.737815;IRQ;174.9;0.0605;52.02;
Iraq;1967;8519282.0;Asia;54.459;8931.459811;IRQ;133.6;0.0733;56.03;
Iraq;1972;10061506.0;Asia;56.95;9576.037596;IRQ;105.0;0.0888;56.07;
Iraq;1977;11882916.0;Asia;60.413;14688.23507;IRQ;82.9;0.109;58.87;
Iraq;1982;14173318.0;Asia;62.038;14517.90711;IRQ;67.3;0.1246;78.37;
Iraq;1987;16543189.0;Asia;65.044;11643.57268;IRQ;57.2;0.138;87.42;
Iraq;1992;17861905.0;Asia;59.461;3745.640687;IRQ;51.4;0.1542;55.08;
Iraq;1997;20775703.0;Asia;58.811;3076.239795;IRQ;47.2;0.1717;45.85;
Iraq;2002;24001816.0;Asia;57.046;4390.717312;IRQ;43.0;0.1878;55.37;
Iraq;2007;27499638.0;Asia;59.545;4471.061906;IRQ;39.3;0.2043;56.9;
Ireland;1952;2952156.0;Europe;66.91;5210.280328;IRL;49.5;0.1043;;
Ireland;1957;2878220.0;Europe;68.9;5599.077872;IRL;39.7;0.1091;;
Ireland;1962;2830000.0;Europe;70.29;6631.597314;IRL;32.5;0.1115;102.36;
Ireland;1967;2900100.0;Europe;71.08;7655.568963;IRL;25.5;0.1138;104.5;
Ireland;1972;3024400.0;Europe;71.28;9530.772896;IRL;21.4;0.1175;105.34;
Ireland;1977;3271900.0;Europe;72.03;11150.98113;IRL;18.0;0.1198;110.85;
Ireland;1982;3480000.0;Europe;73.1;12618.32141;IRL;12.4;0.1221;111.18;
Ireland;1987;3539900.0;Europe;74.36;13872.86652;IRL;10.1;0.1243;117.9;
Ireland;1992;3557761.0;Europe;75.467;17558.81555;IRL;8.1;0.1269;112.86;
Ireland;1997;3667233.0;Europe;76.122;24521.94713;IRL;7.3;0.1305;111.55;
Ireland;2002;3879155.0;Europe;77.783;34077.04939;IRL;6.5;0.1361;116.64;
Ireland;2007;4109086.0;Europe;78.885;40675.99635;IRL;4.6;0.1391;111.61;
Israel;1952;1620914.0;Asia;65.39;4086.522128;ISR;55.42;0.004;;
Israel;1957;1944401.0;Asia;67.84;5385.278451;ISR;49.67;0.0118;;
Israel;1962;2310904.0;Asia;69.39;7105.630706;ISR;37.916000000000004;0.0201;91.13;
Israel;1967;2693585.0;Asia;70.75;8393.741404;ISR;32.556;0.0321;95.13;
Israel;1972;3095893.0;Asia;71.63;12786.93223;ISR;29.113333333333333;0.0441;104.59;
Israel;1977;3495918.0;Asia;73.06;13306.61921;ISR;21.8;0.055;108.71;
Israel;1982;3858421.0;Asia;74.45;15367.0292;ISR;16.6;0.0637;109.05;
Israel;1987;4203148.0;Asia;75.6;17122.47986;ISR;13.1;0.0721;108.68;
Israel;1992;4936550.0;Asia;76.93;18051.52254;ISR;10.5;0.0834;113.4;
Israel;1997;5531387.0;Asia;78.269;20896.60924;ISR;7.8;0.0992;114.55;
Israel;2002;6029529.0;Asia;79.696;21905.59514;ISR;6.4;0.1149;126.43;
Israel;2007;6426679.0;Asia;80.745;25523.2771;ISR;5.1;0.1259;127.54;
Italy;1952;47666000.0;Europe;65.94;4931.404155;ITA;75.4;0.7339;;
Italy;1957;49182000.0;Europe;67.81;6248.656232;ITA;57.5;0.7697;;
Italy;1962;50843200.0;Europe;69.24;8243.58234;ITA;47.7;0.8336;83.18;
Italy;1967;52667100.0;Europe;71.06;10022.40131;ITA;37.8;0.9641;92.35;
Italy;1972;54365564.0;Europe;72.19;12269.27378;ITA;29.9;1.1282;98.84;
Italy;1977;56059245.0;Europe;73.48;14255.98475;ITA;19.5;1.2742;100.11;
Italy;1982;56535636.0;Europe;74.98;16537.4835;ITA;14.4;1.38;103.0;
Italy;1987;56729703.0;Europe;76.42;19207.23482;ITA;10.8;1.4439;107.58;
Italy;1992;56840847.0;Europe;77.44;22013.64486;ITA;8.9;1.5043;110.79;
Italy;1997;57479469.0;Europe;78.82;24675.02446;ITA;6.6;1.5533;110.11;
Italy;2002;57926999.0;Europe;80.24;27968.09817;ITA;5.0;1.5935;113.12;
Italy;2007;58147733.0;Europe;80.546;28569.7197;ITA;4.2;1.6044;110.73;
Jamaica;1952;1426095.0;Americas;58.53;2898.530881;JAM;126.4;0.0006;;
Jamaica;1957;1535090.0;Americas;62.61;4756.525781;JAM;97.9;0.0024;;
Jamaica;1962;1665128.0;Americas;65.61;5246.107524;JAM;77.5;0.0048;55.5;
Jamaica;1967;1861096.0;Americas;67.51;6124.703451;JAM;63.7;0.0084;62.46;
Jamaica;1972;1997616.0;Americas;69.0;7433.889293;JAM;52.5;0.0126;74.47;
Jamaica;1977;2156814.0;Americas;70.11;6650.195573;JAM;43.7;0.0177;63.62;
Jamaica;1982;2298309.0;Americas;71.21;6068.05135;JAM;37.3;0.0213;65.09;
Jamaica;1987;2326606.0;Americas;71.77;6351.237495;JAM;32.3;0.0221;69.49;
Jamaica;1992;2378618.0;Americas;71.766;7404.923685;JAM;28.3;0.0232;68.11;
Jamaica;1997;2531311.0;Americas;72.262;7121.924704;JAM;25.3;0.0251;72.73;
Jamaica;2002;2664659.0;Americas;72.047;6994.774861;JAM;22.7;0.0269;73.54;
Jamaica;2007;2780132.0;Americas;72.567;7320.880262;JAM;20.0;0.028;80.13;
Japan;1952;86459025.0;Asia;63.03;3216.956347;JPN;74.9;1.791;;
Japan;1957;91563009.0;Asia;65.5;4317.694365;JPN;50.3;1.8386;;
Japan;1962;95831757.0;Asia;68.73;6576.649461;JPN;32.9;1.9422;75.37;
Japan;1967;100825279.0;Asia;71.43;9847.788607;JPN;21.0;2.1681;80.44;
Japan;1972;107188273.0;Asia;73.42;14778.78636;JPN;15.7;2.6161;84.44;
Japan;1977;113872473.0;Asia;75.38;16610.37701;JPN;11.8;3.0333;88.0;
Japan;1982;118454974.0;Asia;77.11;19384.10571;JPN;8.8;3.3065;89.48;
Japan;1987;122091325.0;Asia;78.67;22375.94189;JPN;6.8;3.4796;95.71;
Japan;1992;124329269.0;Asia;79.36;26824.89511;JPN;6.1;3.675;96.83;
Japan;1997;125956499.0;Asia;80.69;28816.58499;JPN;5.2;3.8718;95.34;
Japan;2002;127065841.0;Asia;82.0;28604.5919;JPN;4.1;4.0067;94.39;99.0
Japan;2007;127467972.0;Asia;82.603;31656.06806;JPN;3.5;4.0543;90.65;
Jordan;1952;607914.0;Asia;43.158;1546.907807;JOR;248.6;0.0002;;
Jordan;1957;746559.0;Asia;45.669;1886.080591;JOR;187.7;0.0008;;
Jordan;1962;933559.0;Asia;48.126;2348.009158;JOR;139.5;0.0019;54.28;
Jordan;1967;1255058.0;Asia;51.629;2741.796252;JOR;105.0;0.0034;50.38;
Jordan;1972;1613551.0;Asia;56.528;2110.856309;JOR;81.1;0.0047;58.8;
Jordan;1977;1937652.0;Asia;61.134;2852.351568;JOR;63.7;0.0064;60.16;
Jordan;1982;2347031.0;Asia;63.739;4161.415959;JOR;50.7;0.0092;69.25;
Jordan;1987;2820042.0;Asia;65.869;4448.679912;JOR;40.9;0.0138;72.84;
Jordan;1992;3867409.0;Asia;68.015;3431.593647;JOR;34.5;0.0179;72.99;
Jordan;1997;4526235.0;Asia;69.772;3645.379572;JOR;30.1;0.0226;70.97;
Jordan;2002;5307470.0;Asia;71.263;3844.917194;JOR;26.2;0.027;73.87;
Jordan;2007;6053193.0;Asia;72.535;4519.461171;JOR;22.4;0.0318;81.05;92.199577
Kenya;1952;6464046.0;Africa;42.27;853.540919;KEN;291.6;0.0016;;
Kenya;1957;7454779.0;Africa;44.686;944.4383152;KEN;228.9;0.0049;;
Kenya;1962;8678557.0;Africa;47.949;896.9663732;KEN;183.4;0.0078;69.39;
Kenya;1967;10191512.0;Africa;50.654;1056.736457;KEN;158.6;0.0101;69.08;
Kenya;1972;12044785.0;Africa;53.559;1222.359968;KEN;140.5;0.0121;69.88;
Kenya;1977;14500404.0;Africa;56.155;1267.613204;KEN;120.2;0.0145;69.43;
Kenya;1982;17661452.0;Africa;58.766;1348.225791;KEN;102.3;0.0167;61.59;
Kenya;1987;21198082.0;Africa;59.339;1361.936856;KEN;95.4;0.0174;59.91;
Kenya;1992;25020539.0;Africa;59.285;1341.921721;KEN;103.7;0.0181;53.4;
Kenya;1997;28263827.0;Africa;54.407;1360.485021;KEN;113.6;0.0198;58.25;
Kenya;2002;31386842.0;Africa;50.992;1287.514732;KEN;106.5;0.0219;57.85;
Kenya;2007;35610177.0;Africa;54.11;1463.249282;KEN;90.5;0.0227;59.34;72.157028
Korea Dem. Rep.;1952;8865488.0;Asia;50.056;1088.277758;;;;;
Korea Dem. Rep.;1957;9411381.0;Asia;54.081;1571.134655;;;;;
Korea Dem. Rep.;1962;10917494.0;Asia;56.656;1621.693598;;;;;
Korea Dem. Rep.;1967;12617009.0;Asia;59.942;2143.540609;;;;;
Korea Dem. Rep.;1972;14781241.0;Asia;63.983;3701.621503;;;;;
Korea Dem. Rep.;1977;16325320.0;Asia;67.159;4106.301249;;;;;
Korea Dem. Rep.;1982;17647518.0;Asia;69.1;4106.525293;;;;;
Korea Dem. Rep.;1987;19067554.0;Asia;70.647;4106.492315;;;;;
Korea Dem. Rep.;1992;20711375.0;Asia;69.978;3726.063507;;;;;
Korea Dem. Rep.;1997;21585105.0;Asia;67.727;1690.756814;;;;;
Korea Dem. Rep.;2002;22215365.0;Asia;66.662;1646.758151;;;;;
Korea Dem. Rep.;2007;23301725.0;Asia;67.297;1593.06548;;;;;
Korea Rep.;1952;20947571.0;Asia;47.453;1030.592226;;;;;
Korea Rep.;1957;22611552.0;Asia;52.681;1487.593537;;;;;
Korea Rep.;1962;26420307.0;Asia;55.292;1536.344387;;;;;
Korea Rep.;1967;30131000.0;Asia;57.716;2029.228142;;;;;
Korea Rep.;1972;33505000.0;Asia;62.612;3030.87665;;;;;
Korea Rep.;1977;36436000.0;Asia;64.766;4657.22102;;;;;
Korea Rep.;1982;39326000.0;Asia;67.123;5622.942464;;;;;
Korea Rep.;1987;41622000.0;Asia;69.81;8533.088805;;;;;
Korea Rep.;1992;43805450.0;Asia;72.244;12104.27872;;;;;
Korea Rep.;1997;46173816.0;Asia;74.647;15993.52796;;;;;
Korea Rep.;2002;47969150.0;Asia;77.045;19233.98818;;;;;
Korea Rep.;2007;49044790.0;Asia;78.623;23348.13973;;;;;
Kuwait;1952;160000.0;Asia;55.565;108382.3529;KWT;190.781;0.0044;;
Kuwait;1957;212846.0;Asia;58.033;113523.1329;KWT;165.36599999999999;0.0061;;
Kuwait;1962;358266.0;Asia;60.47;95458.11176;KWT;125.3;0.0174;75.92;
Kuwait;1967;575003.0;Asia;64.624;80894.88326;KWT;86.5;0.0508;78.34;
Kuwait;1972;841934.0;Asia;67.712;109347.867;KWT;62.2;0.0709;74.02;
Kuwait;1977;1140357.0;Asia;69.343;59265.47714;KWT;45.0;0.0773;83.93;
Kuwait;1982;1497494.0;Asia;71.309;31354.03573;KWT;30.2;0.0829;94.84;
Kuwait;1987;1891487.0;Asia;74.174;28118.42998;KWT;20.3;0.0915;90.71;
Kuwait;1992;1418095.0;Asia;75.19;34932.91959;KWT;15.2;0.0974;64.78;
Kuwait;1997;1765345.0;Asia;76.156;40300.61996;KWT;13.7;0.1097;102.51;
Kuwait;2002;2111561.0;Asia;76.904;35110.10566;KWT;12.3;0.1225;97.15;
Kuwait;2007;2505559.0;Asia;77.588;47306.98978;KWT;11.5;0.1359;115.31;93.664192
Lebanon;1952;1439529.0;Asia;55.928;4834.804067;LBN;140.68;0.0022;;
Lebanon;1957;1647412.0;Asia;59.489;6089.786934;LBN;85.4;0.0048;;
Lebanon;1962;1886848.0;Asia;62.094;5714.560611;LBN;72.9;0.008;64.84;
Lebanon;1967;2186894.0;Asia;63.87;6006.983042;LBN;65.1;0.0112;67.85;
Lebanon;1972;2680018.0;Asia;65.421;7486.384341;LBN;60.8;0.0144;63.24;
Lebanon;1977;3115787.0;Asia;66.099;8659.696836;LBN;55.4;0.018;66.98;
Lebanon;1982;3086876.0;Asia;66.983;7640.519521;LBN;47.0;0.0198;82.4;
Lebanon;1987;3089353.0;Asia;67.926;5377.091329;LBN;37.3;0.0221;78.78;
Lebanon;1992;3219994.0;Asia;69.292;6890.806854;LBN;29.4;0.024;85.41;
Lebanon;1997;3430388.0;Asia;70.265;8754.96385;LBN;23.4;0.0276;96.67;
Lebanon;2002;3677780.0;Asia;71.028;9313.93883;LBN;17.7;0.0319;91.32;
Lebanon;2007;3921278.0;Asia;71.993;10461.05868;LBN;12.3;0.0347;83.39;89.612442
Lesotho;1952;748747.0;Africa;42.138;298.8462121;LSO;246.1;0.0;;
Lesotho;1957;813338.0;Africa;45.047;335.9971151;LSO;201.9;0.0;;
Lesotho;1962;893143.0;Africa;47.747;411.8006266;LSO;187.8;0.0;62.55;
Lesotho;1967;996380.0;Africa;48.492;498.6390265;LSO;186.0;0.0;60.69;
Lesotho;1972;1116779.0;Africa;49.767;496.5815922;LSO;167.7;0.0;60.57;
Lesotho;1977;1251524.0;Africa;52.208;745.3695408;LSO;140.0;0.0;69.95;
Lesotho;1982;1411807.0;Africa;55.078;797.2631074;LSO;109.8;0.0;67.06;
Lesotho;1987;1599200.0;Africa;57.18;773.9932141;LSO;90.9;0.0;64.75;
Lesotho;1992;1803195.0;Africa;59.685;977.4862725;LSO;86.0;0.0005;66.24;
Lesotho;1997;1982823.0;Africa;55.558;1186.147994;LSO;102.3;0.0014;66.48;
Lesotho;2002;2046772.0;Africa;44.593;1275.184575;LSO;119.4;0.0021;70.5;
Lesotho;2007;2012649.0;Africa;42.592;1569.331442;LSO;119.8;0.0026;72.8;
Liberia;1952;863308.0;Africa;38.48;575.5729961;LBR;352.71;0.0001;;
Liberia;1957;975950.0;Africa;39.486;620.9699901;LBR;337.9;0.0002;;
